30000001;Tanoo;HS;0.858324068848
30000002;Lashesih;HS;0.751689146698
30000003;Akpivem;HS;0.846292352427
30000004;Jark;HS;0.817000531229
30000005;Sasta;HS;0.814336728101
30000006;Zaid;HS;0.864229153396
30000007;Yuzier;HS;0.90655551047
30000008;Nirbhi;HS;0.882115714763
30000009;Sooma;HS;0.577819481563
30000010;Chidah;HS;0.539052013003
30000011;Shenela;HS;0.456959354735
30000012;Asabona;LS;0.322884272451
30000013;Onsooh;LS;0.442816632887
30000014;Shamahi;LS;0.355242291076
30000015;Sendaya;LS;0.293932972095
30000016;Nazhgete;LS;0.391497055684
30000017;Futzchag;LS;0.172228559768
30000018;Kazna;LS;0.23126262504
30000019;Podion;LS;0.109704972599
30000020;Lilmad;LS;0.160449193303
30000021;Kuharah;LS;0.189705283106
30000022;Jayneleb;LS;0.113839956996
30000023;Fovihi;HS;0.869394349221
30000024;Kiereend;HS;0.840834548323
30000025;Rashy;HS;0.803265994106
30000026;Ordize;HS;0.695564173138
30000027;Psasa;HS;0.749913288787
30000028;Eshtah;HS;0.768432631429
30000029;Lachailes;HS;0.573051226792
30000030;Kasrasi;HS;0.573075677011
30000031;Mohas;HS;0.681783438209
30000032;Hasiari;HS;0.798187617055
30000033;Radima;HS;0.75391995235
30000034;Alkez;HS;0.782122909851
30000035;Nimambal;HS;0.594050570256
30000036;Yishinoon;LS;0.424718182039
30000037;Uplingur;LS;0.422069314932
30000038;Dooz;LS;0.423728855186
30000039;Bayuka;LS;0.400722036485
30000040;Uzistoon;LS;0.390645600822
30000041;Bairshir;LS;0.364087747015
30000042;Moh;HS;0.472835003937
30000043;Sari;LS;0.379343121689
30000044;Faspera;LS;0.128258475809
30000045;Jaymass;LS;0.216311339768
30000046;Mifrata;LS;0.303802990132
30000047;Majamar;LS;0.369186257659
30000048;Ihal;HS;0.492701244651
30000049;Camal;LS;0.212976884922
30000050;Fera;HS;0.477246353539
30000051;Juddi;HS;0.649136638606
30000052;Maspah;HS;0.799900976517
30000053;Ibaria;HS;0.730978722488
30000054;Shala;HS;0.715563758409
30000055;Zemalu;HS;0.725158525323
30000056;Khankenirdia;HS;0.613595835447
30000057;Nikh;HS;0.774198460517
30000058;Amphar;HS;0.702186994981
30000059;Salashayama;HS;0.6655862314
30000060;Janus;HS;0.545570545275
30000061;Agha;HS;0.71878262079
30000062;Iosantin;HS;0.450343350098
30000063;Orva;HS;0.509949588828
30000064;Zet;HS;0.569697661153
30000065;Akhrad;LS;0.35847652476
30000066;Pirohdim;HS;0.628696090012
30000067;Sharir;LS;0.396848687035
30000068;Usroh;HS;0.597457508093
30000069;Thiarer;HS;0.542032780841
30000070;Gomati;LS;0.387421323795
30000071;Jangar;HS;0.527328625423
30000072;Nakah;LS;0.363864338436
30000073;Irshah;LS;0.429506645047
30000074;Hasateem;LS;0.426496411961
30000075;Assah;LS;0.297802198708
30000076;Tidacha;HS;0.820099044825
30000077;Odlib;HS;0.824516600899
30000078;Jofan;HS;0.77954820379
30000079;Milu;HS;0.769625317613
30000080;Yadi;HS;0.75026847569
30000081;Buftiar;HS;0.70874129661
30000082;Jarizza;HS;0.765430980328
30000083;Ejahi;HS;0.728910235178
30000084;Asghatil;HS;0.794778167988
30000085;Bar;HS;0.665838129516
30000086;Sucha;HS;0.658264787119
30000087;Gelhan;HS;0.701676427641
30000088;Akeva;HS;0.664834848645
30000089;Sosa;LS;0.301179027437
30000090;Ilahed;LS;0.315943465925
30000091;Eshwil;LS;0.218968471462
30000092;Aranir;LS;0.242788606982
30000093;Ishkad;LS;0.366035538408
30000094;Hahyil;LS;0.208114841651
30000095;Asilem;LS;0.284997695535
30000096;Mahnagh;LS;0.205003377966
30000097;Shach;LS;0.326043080242
30000098;Kehrara;LS;0.364844024331
30000099;Arena;LS;0.44232988166
30000100;Timeor;LS;0.314131068744
30000101;Uhtafal;HS;0.499612285529
30000102;Dysa;LS;0.236195309178
30000103;Serad;HS;0.525836373085
30000104;Mahti;LS;0.228281786364
30000105;Abha;LS;0.434101313134
30000106;Shedoo;HS;0.506117738531
30000107;Gamis;HS;0.473906173726
30000108;Nieril;LS;0.35344020773
30000109;Berta;HS;0.489557233915
30000110;Bekirdod;LS;0.405349115294
30000111;Hothomouh;LS;0.422981028078
30000112;Arnola;HS;0.462835402532
30000113;Astabih;LS;0.40881758913
30000114;Ubtes;LS;0.336073246471
30000115;Bimener;LS;0.270041197789
30000116;Kenobanala;LS;0.289398349428
30000117;Khabi;LS;0.248618615189
30000118;Uanzin;LS;0.433972025381
30000119;Itamo;HS;0.67173834277
30000120;Mitsolen;HS;0.633705945033
30000121;Jatate;HS;0.637428133032
30000122;Mahtista;HS;0.658237550866
30000123;Vaankalen;HS;0.647170374352
30000124;Kylmabe;HS;0.731931320406
30000125;Ahtulaima;HS;0.612688915176
30000126;Geras;HS;0.650146461702
30000127;Sirseshin;HS;0.747992815656
30000128;Tuuriainas;HS;0.610848926568
30000129;Unpas;HS;0.945964552644
30000130;Shihuken;HS;0.874584974791
30000131;Nomaa;HS;0.60693608622
30000132;Ansila;HS;0.91201700991
30000133;Hirtamon;HS;0.974726206929
30000134;Hykkota;HS;0.823653465299
30000135;Outuni;HS;0.734172299177
30000136;Ohmahailen;HS;0.663810822884
30000137;Eskunen;HS;0.625293934883
30000138;Ikuchi;HS;0.986814622613
30000139;Urlen;HS;0.959995210823
30000140;Maurasi;HS;0.912747592953
30000141;Kisogo;HS;1.0
30000142;Jita;HS;0.945913116665
30000143;Niyabainen;HS;0.963923600275
30000144;Perimeter;HS;0.953123230587
30000145;New Caldari;HS;1.0
30000146;Saisio;HS;0.65244025833
30000147;Abagawa;HS;0.62529752404
30000148;Jakanerva;HS;0.743252264884
30000149;Gekutami;HS;0.699187208282
30000150;Hurtoken;HS;0.585977998384
30000151;Uoyonen;HS;0.698780410423
30000152;Hampinen;HS;0.541326681546
30000153;Poinen;HS;0.558052576749
30000154;Liekuri;HS;0.600608295226
30000155;Obanen;HS;0.561731733234
30000156;Josameto;HS;0.577656292856
30000157;Otela;HS;0.531906740545
30000158;Olo;HS;0.676040546592
30000159;Ikami;HS;0.532008285239
30000160;Reisen;HS;0.518560559324
30000161;Purjola;HS;0.520526760999
30000162;Maila;LS;0.440715381232
30000163;Akora;LS;0.324624876237
30000164;Messoya;LS;0.315086024166
30000165;Ishisomo;HS;0.650831543137
30000166;Airmia;HS;0.62311315153
30000167;Sakkikainen;HS;0.594888748666
30000168;Friggi;HS;0.509152956047
30000169;Ihakana;LS;0.380808678106
30000170;Vahunomi;HS;0.531591775705
30000171;Otitoh;HS;0.481666891251
30000172;Otomainen;HS;0.479158600448
30000173;Vattuolen;HS;0.708073071152
30000174;Onuse;HS;0.740427063029
30000175;Soshin;HS;0.634221027654
30000176;Keikaken;HS;0.721319230528
30000177;Ukkalen;HS;0.645119862891
30000178;Akkilen;HS;0.689045573282
30000179;Silen;HS;0.522202878825
30000180;Osmon;HS;0.680264298142
30000181;Korsiki;HS;0.643165759421
30000182;Inaya;HS;0.552350223792
30000183;Nuken;HS;0.761305682291
30000184;Uminas;HS;0.483909154234
30000185;Airaken;HS;0.503991882209
30000186;Oijanen;LS;0.351968653443
30000187;Wuos;HS;0.561773868395
30000188;Hentogaira;HS;0.566958279783
30000189;Kiainti;HS;0.528522107079
30000190;Vasala;HS;0.493712282867
30000191;Walvalin;LS;0.378683207106
30000192;Otanuomi;LS;0.372287256353
30000193;Vouskiaho;HS;0.500278962617
30000194;Otsela;LS;0.384399876045
30000195;Tasti;LS;0.282290969373
30000196;Otosela;LS;0.238157130665
30000197;Uemon;LS;0.197446780605
30000198;Paala;LS;0.134378952162
30000199;Fuskunen;LS;0.224636623455
30000200;Akkio;LS;0.162151414127
30000201;Uchoshi;HS;0.47417904977
30000202;Mastakomon;HS;0.456966103874
30000203;Eruka;LS;0.417260815715
30000204;Ohkunen;LS;0.384886689528
30000205;Obe;LS;0.346931481416
30000206;Wirashoda;HS;0.493635790446
30000207;Osaa;LS;0.329198935484
30000208;LZ-6SU;NS;-0.172783127201
30000209;MC6O-F;NS;-0.280434953208
30000210;U54-1L;NS;-0.268069767155
30000211;B-588R;NS;-0.154770225621
30000212;NCGR-Q;NS;-0.260516532554
30000213;G-LOIT;NS;-0.157009298918
30000214;HE-V4V;NS;-0.214402934407
30000215;N-HSK0;NS;-0.360440450217
30000216;05R-7A;NS;-0.401775551127
30000217;7-UH4Z;NS;-0.363871343618
30000218;5ZO-NZ;NS;-0.303460798395
30000219;FS-RFL;NS;-0.370815823696
30000220;Y0-BVN;NS;-0.4395372506
30000221;X97D-W;NS;-0.427644902086
30000222;0-R5TS;NS;-0.218626806081
30000223;H-UCD1;NS;-0.172228763569
30000224;7-K5EL;NS;-0.150502056348
30000225;H-5GUI;NS;-0.140514979952
30000226;FH-TTC;NS;-0.137552925507
30000227;FMBR-8;NS;-0.138441088762
30000228;3HX-DL;NS;-0.423819136317
30000229;UH-9ZG;NS;-0.462583591338
30000230;NFM-0V;NS;-0.49912257881
30000231;YXIB-I;NS;-0.506995055597
30000232;MY-T2P;NS;-0.377080782745
30000233;FA-DMO;NS;-0.385582816499
30000234;GEKJ-9;NS;-0.386353756943
30000235;Q-R3GP;NS;-0.355137999791
30000236;N-5QPW;NS;-0.392557900684
30000237;XV-8JQ;NS;-0.394929248494
30000238;WBR5-R;NS;-0.51580344283
30000239;4GYV-Q;NS;-0.536556144752
30000240;4-HWWF;NS;-0.473026352922
30000241;YMJG-4;NS;-0.416893540368
30000242;8TPX-N;NS;-0.437191608873
30000243;PM-DWE;NS;-0.423652868907
30000244;K8X-6B;NS;-0.430215393486
30000245;X445-5;NS;-0.413753522841
30000246;KRUN-N;NS;-0.386696738264
30000247;9OO-LH;NS;-0.466964327084
30000248;V-OJEN;NS;-0.316842710328
30000249;EIDI-N;NS;-0.406106435863
30000250;P3EN-E;NS;-0.274879667385
30000251;49-0LI;NS;-0.320104363997
30000252;IPAY-2;NS;-0.339133695086
30000253;DAYP-G;NS;-0.392761280559
30000254;IFJ-EL;NS;-0.291599233122
30000255;47L-J4;NS;-0.261392420478
30000256;Q-L07F;NS;-0.322347187643
30000257;E-D0VZ;NS;-0.270338886557
30000258;6WW-28;NS;-0.226655903923
30000259;A8A-JN;NS;-0.270631753973
30000260;S-NJBB;NS;-0.281586700498
30000261;T-GCGL;NS;-0.733996062073
30000262;0MV-4W;NS;-0.662740650452
30000263;TVN-FM;NS;-0.645798655287
30000264;V-NL3K;NS;-0.763534235067
30000265;AZBR-2;NS;-0.709048211289
30000266;Z-8Q65;NS;-0.774685104549
30000267;0J3L-V;NS;-0.79070733268
30000268;H-NOU5;NS;-0.140606202413
30000269;KX-2UI;NS;-0.158273715713
30000270;MO-FIF;NS;-0.11322386947
30000271;97-M96;NS;-0.188873280849
30000272;MA-XAP;NS;-0.0972100661353
30000273;C-J7CR;NS;-0.0854802019278
30000274;Q-EHMJ;NS;-0.153372133593
30000275;XSQ-TF;NS;-0.155434251905
30000276;H-1EOH;NS;-0.171275001102
30000277;IR-DYY;NS;-0.159338943642
30000278;C-DHON;NS;-0.123954904686
30000279;F-D49D;NS;-0.190937546271
30000280;MQ-O27;NS;-0.128993620276
30000281;H-EY0P;NS;-0.156086292541
30000282;UNAG-6;NS;-0.22354195982
30000283;E-SCTX;NS;-0.208451046636
30000284;S6QX-N;NS;-0.217690868997
30000285;IT-YAU;NS;-0.15945970431
30000286;1VK-6B;NS;-0.169139023408
30000287;7-PO3P;NS;-0.257890850114
30000288;1W-0KS;NS;-0.102555951898
30000289;669-IX;NS;-0.270158284606
30000290;0R-F2F;NS;-0.312840829512
30000291;R-P7KL;NS;-0.263981293763
30000292;2DWM-2;NS;-0.204038901297
30000293;XF-PWO;NS;-0.312208462743
30000294;1N-FJ8;NS;-0.22329490171
30000295;VI2K-J;NS;-0.131782425759
30000296;ZLZ-1Z;NS;-0.171072464098
30000297;6Y-WRK;NS;-0.155659972794
30000298;RVCZ-C;NS;-0.142495517269
30000299;5T-KM3;NS;-0.165974408256
30000300;LS9B-9;NS;-0.198929609359
30000301;1-GBBP;NS;-0.771741573205
30000302;C-FP70;NS;-0.758770594183
30000303;T-ZWA1;NS;-0.751691613937
30000304;ZA0L-U;NS;-0.805105102916
30000305;G96R-F;NS;-0.87332993448
30000306;Y-ZXIO;NS;-0.900437793613
30000307;B-E3KQ;NS;-0.255469937975
30000308;Y5J-EU;NS;-0.218753117451
30000309;O-LR1H;NS;-0.247164182754
30000310;G5ED-Y;NS;-0.266606322812
30000311;BR-6XP;NS;-0.247887759402
30000312;8-TFDX;NS;-0.190765976408
30000313;UL-4ZW;NS;-0.408137327244
30000314;A-QRQT;NS;-0.127802278289
30000315;WMBZ-U;NS;-0.086598993317
30000316;PX5-LR;NS;-0.171644253499
30000317;A3-RQ3;NS;-0.296283649748
30000318;9-GBPD;NS;-0.159623324903
30000319;LS-JEP;NS;-0.243477244786
30000320;R-RSZZ;NS;-0.436438656556
30000321;MGAM-4;NS;-0.575365040835
30000322;VORM-W;NS;-0.558546182916
30000323;7G-H7D;NS;-0.357807547608
30000324;Q3-BAY;NS;-0.809913517473
30000325;JZV-F4;NS;-0.852424458701
30000326;WF-1LM;Unknown;-0.0019004978625
30000327;D95-FQ;Unknown;-0.000212492252419
30000328;ZSPJ-K;Unknown;-0.000276011760005
30000329;U1F-86;Unknown;-0.000552583025804
30000330;T-P7A6;Unknown;-0.00135155358389
30000331;Y-T3JJ;Unknown;-0.000881463431484
30000332;F3R-IA;Unknown;-0.00163099199768
30000333;74-YTJ;Unknown;-0.00405423518249
30000334;8-RS3U;Unknown;-0.000464034816744
30000335;OVFN-N;Unknown;-0.000594331228044
